t,r_x,r_y,v1,theta,r_cmd_x,r_cmd_y,r_user_x,r_user_y,r_user_dot_x,r_user_dot_y,v_ref_x,v_ref_y,u_force,theta_cmd,delta,u_tilde_x,u_tilde_y,OL_error_x,OL_error_y,IL_error,K_OL_norm,K_IL_norm,theta_ref,v_chrono_x,v_chrono_y,theta_dot,u_moment,v_des
1.160000000000000808e+00,3.453730979983024585e-02,-1.614047400574749824e+00,-3.489973664034401631e-03,1.592092801834670057e+00,-3.234943710810037781e-05,-1.642675718221870307e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.652548207977596878e-06,-8.371142964238329436e-06,1.987702336564264175e-05,4.078174510330233815e+00,1.571119989468902745e+00,-1.177802928925884859e-05,-1.601168585563881910e-05,2.186864084263963164e-03,-3.435992077774775461e-03,-2.296749590845327482e+00,1.414213563141762942e+00,8.158901271793856935e+00,3.890503615808607041e+00,2.181218870701170411e-03,-3.444344718886447124e-03,-1.668567362788232322e-03,1.078274951809987137e+01,0.000000000000000000e+00
1.162000000000000810e+00,3.453886782992843935e-02,-1.614056996545337741e+00,-4.828272089357361560e-03,1.592087648623639717e+00,-3.236064243837069192e-05,-1.642675745564935452e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.659731057624898240e-06,-8.389375954466943329e-06,1.970154829331993951e-05,4.077264893238558230e+00,1.571252861336679185e+00,-1.168848352155841476e-05,-1.585970863919874152e-05,1.426646921061911584e-03,-4.790789846397127891e-03,-2.298415967184968878e+00,1.414213563141744512e+00,8.172689264407461351e+00,3.892107724980165884e+00,1.420994372853934002e-03,-4.799160989361366501e-03,-2.199066778294012092e-03,1.057591772806949848e+01,0.000000000000000000e+00
1.164000000000000812e+00,3.454105693388376253e-02,-1.614064478625653276e+00,-3.772921822009012768e-03,1.592083276720432705e+00,-3.237186202244674943e-05,-1.642675772940879853e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.666978881214517933e-06,-8.407823984621681489e-06,1.982157274986681648e-05,4.079194666999114816e+00,1.571160001153582453e+00,-1.172887733927558695e-05,-1.597899191558999087e-05,1.749592982067098550e-03,-3.728300833048866364e-03,-2.300024448259734733e+00,1.414213563141732077e+00,8.186173844982741699e+00,3.893656866471247646e+00,1.743933251009473651e-03,-3.736690209003333280e-03,-1.803990467292956390e-03,1.037445056425862155e+01,0.000000000000000000e+00
1.166000000000000814e+00,3.454313319545831290e-02,-1.614070560543808375e+00,-3.067896171097591468e-03,1.592078892369286125e+00,-3.238309583861314635e-05,-1.642675800349981063e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.674215649813870909e-06,-8.426415629176983469e-06,1.988289220629752428e-05,4.081743533792080214e+00,1.571097610504032849e+00,-1.172426897114259960e-05,-1.605835980352755948e-05,1.692526650477275529e-03,-3.024311352549155681e-03,-2.301577974101963076e+00,1.414213563141722974e+00,8.199369979865881675e+00,3.895153781094652157e+00,1.686859671596061070e-03,-3.032719176533777306e-03,-1.810549379940930553e-03,1.018274797222743544e+01,0.000000000000000000e+00
1.168000000000000815e+00,3.454544844444421003e-02,-1.614079329782995398e+00,-4.419945495298767055e-03,1.592075012946216228e+00,-3.239434393554566777e-05,-1.642675827791698406e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.681477656180563698e-06,-8.444739587000348491e-06,1.977038319404949497e-05,4.076676378282268587e+00,1.571238256276319634e+00,-1.173868596784150814e-05,-1.590821496548106175e-05,1.816676943778986310e-03,-4.374027661660137220e-03,-2.303078768148437483e+00,1.414213563141707652e+00,8.212284131371811569e+00,3.896599720776747322e+00,1.811002728129172332e-03,-4.382454077289313875e-03,-1.555427039687181344e-03,1.000147171291958337e+01,0.000000000000000000e+00
1.170000000000000817e+00,3.454711871151163599e-02,-1.614088458560233752e+00,-4.595025558804280603e-03,1.592070965071682442e+00,-3.240560618504503685e-05,-1.642675855265956386e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.688675098578203683e-06,-8.463029337443847935e-06,1.973176506636460854e-05,4.077565982375800147e+00,1.571264346190221373e+00,-1.170162741000861265e-05,-1.588755703661018617e-05,1.492486334954329797e-03,-4.556036246218247467e-03,-2.304528755705065990e+00,1.414213563141690555e+00,8.224920824840625144e+00,3.897995593582157969e+00,1.486804857298149127e-03,-4.564480985805247429e-03,-1.640684848054052222e-03,9.818023075974492642e+00,0.000000000000000000e+00
1.172000000000000819e+00,3.454837820701731760e-02,-1.614096023355395371e+00,-3.805221074915619839e-03,1.592067002565025424e+00,-3.241688250554288880e-05,-1.642675882773064533e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.695831835817439445e-06,-8.481478733504504535e-06,1.978950498387977499e-05,4.081095352043631053e+00,1.571190971811214254e+00,-1.167955908027472556e-05,-1.597536876561460420e-05,1.287995143359581479e-03,-3.770381968497255216e-03,-2.305928591017134099e+00,1.414213563141676344e+00,8.237294153824935350e+00,3.899343961753114041e+00,1.282306468261003307e-03,-3.778844997834698936e-03,-1.597433377147809176e-03,9.642135894363246251e+00,0.000000000000000000e+00
1.174000000000000821e+00,3.455011194470585661e-02,-1.614104725125759199e+00,-4.380561457369132848e-03,1.592063529444825543e+00,-3.242817299248631135e-05,-1.642675910312792142e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.703036270019231812e-06,-8.499816317084418825e-06,1.975532841524796872e-05,4.078050389464742409e+00,1.571258517864978055e+00,-1.170789469077174375e-05,-1.591220294943797563e-05,1.525018608701643507e-03,-4.340803279275276365e-03,-2.307280432308290052e+00,1.414213563141660357e+00,8.249413169052026262e+00,3.900646503031048429e+00,1.519322776865826043e-03,-4.349284758008780880e-03,-1.352826166742381302e-03,9.477814326165995951e+00,0.000000000000000000e+00
1.176000000000000822e+00,3.455251259429401728e-02,-1.614114466470335296e+00,-4.908293471517179672e-03,1.592060599558831280e+00,-3.243947778008455791e-05,-1.642675937884927606e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.710307692580076687e-06,-8.518051809937452672e-06,1.973244318830636305e-05,4.074686080976540836e+00,1.571323305216376642e+00,-1.174773713969845609e-05,-1.585433651327887265e-05,1.857827674954984961e-03,-4.861568603885497303e-03,-2.308585903472218703e+00,1.414213563141643037e+00,8.261278882198165974e+00,3.901903494733176991e+00,1.852124638684965723e-03,-4.870068420202581898e-03,-1.081606174242599663e-03,9.314030360819680610e+00,0.000000000000000000e+00
1.178000000000000824e+00,3.455558177776387602e-02,-1.614124110181228700e+00,-4.864620230244029626e-03,1.592058282723975760e+00,-3.245079700313837517e-05,-1.642675965489486689e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.717646382273937245e-06,-8.536299546360786650e-06,1.976145052004582925e-05,4.073203994954412543e+00,1.571327961763256731e+00,-1.178852579708325758e-05,-1.586018871854058844e-05,2.191362357636386302e-03,-4.810778365349491908e-03,-2.309845212009202786e+00,1.414213563141627272e+00,8.272894136143035482e+00,3.903115527986624755e+00,2.185652049943806203e-03,-4.819296417159429219e-03,-7.754910461002152309e-04,9.150300603708501512e+00,0.000000000000000000e+00
1.180000000000000826e+00,3.455925435007847768e-02,-1.614133970235266613e+00,-4.978054340523007347e-03,1.592056473532351690e+00,-3.246213078367387738e-05,-1.642675993126422096e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.725045739618770523e-06,-8.554527907575373933e-06,1.977397047455474406e-05,4.071350196094896567e+00,1.571350076141853291e+00,-1.182539441136376047e-05,-1.584834235320052505e-05,2.491298143123970004e-03,-4.917847487412557728e-03,-2.311059054454274175e+00,1.414213563141611951e+00,8.284263429003798862e+00,3.904283476131716668e+00,2.485580496741696208e-03,-4.926383786958918494e-03,-5.226944371251663387e-04,8.989724067505235894e+00,0.000000000000000000e+00
1.182000000000000828e+00,3.456339333583494100e-02,-1.614145566566598688e+00,-5.852774899114177032e-03,1.592054778820278793e+00,-3.247347921653606770e-05,-1.642676020795382330e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.732490898348174988e-06,-8.572583925030202563e-06,1.971235137793060763e-05,4.067277799518526749e+00,1.571459033331621846e+00,-1.185278613065876688e-05,-1.575081768632555375e-05,2.716439527521721364e-03,-5.787974740164895070e-03,-2.312228697311439429e+00,1.414213563141593522e+00,8.295388207550887572e+00,3.905407679361823092e+00,2.710714481782102413e-03,-5.796529268072470389e-03,-4.702273904175835527e-04,8.831622623232577851e+00,0.000000000000000000e+00
1.184000000000000830e+00,3.456865311911098970e-02,-1.614156702472655969e+00,-5.632413882211074335e-03,1.592054163568203728e+00,-3.248484252776420587e-05,-1.642676048496454877e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.740048911855323036e-06,-8.590688189274463247e-06,1.977403486811485234e-05,4.065308658883426851e+00,1.571445794935698359e+00,-1.192096518542288385e-05,-1.577666137094149186e-05,3.275710575283860299e-03,-5.555654518597642408e-03,-2.313353515793620474e+00,1.414213563141578422e+00,8.306269845127678408e+00,3.906488462719208243e+00,3.269978084385512240e-03,-5.564227102522672358e-03,6.886115750194596438e-05,8.672347012009730349e+00,0.000000000000000000e+00
1.186000000000000831e+00,3.457472350946821926e-02,-1.614167957961281763e+00,-5.699814334179562590e-03,1.592054325563362349e+00,-3.249622088174574356e-05,-1.642676076229611537e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.747688878882424246e-06,-8.608782445504011086e-06,1.979873570410378757e-05,4.063090225063760386e+00,1.571465678928419152e+00,-1.197087011891130183e-05,-1.576985111144396786e-05,3.679672735345329484e-03,-5.614463846907309132e-03,-2.314434137155847448e+00,1.414213563141564212e+00,8.316911824989757562e+00,3.907526512452764056e+00,3.673932686433474277e-03,-5.623054535096583956e-03,4.567035099804251123e-04,8.515418413548280441e+00,0.000000000000000000e+00
1.188000000000000833e+00,3.458125693209579410e-02,-1.614180045419542520e+00,-6.119041777863157110e-03,1.592054322623076112e+00,-3.250761437360789500e-05,-1.642676103994681114e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.755373975393188590e-06,-8.626795354619028636e-06,1.977834661759662378e-05,4.060527343774589681e+00,1.571528235513586003e+00,-1.199887762295086049e-05,-1.572291101276239274e-05,3.899060107151990605e-03,-6.029108455587188671e-03,-2.315472189829689498e+00,1.414213563141549113e+00,8.327316895284127440e+00,3.908522383031347136e+00,3.893312418273108325e-03,-6.037717238032692252e-03,3.671147933741112897e-04,8.360387749149541747e+00,0.000000000000000000e+00
1.190000000000000835e+00,3.458823361592294754e-02,-1.614193374151420057e+00,-6.747419632066308307e-03,1.592055086150364618e+00,-3.251902309470491859e-05,-1.642676131791410254e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.763104061045388416e-06,-8.644684819972623044e-06,1.973913522030224242e-05,4.057236651476458178e+00,1.571618514099574204e+00,-1.202666110422064607e-05,-1.565224846242873385e-05,4.117302616046469681e-03,-6.652974518861027795e-03,-2.316467296880984073e+00,1.414213563141531793e+00,8.337486547837265505e+00,3.909476409069029490e+00,4.111547242071076844e-03,-6.661601314215647059e-03,7.483108950771315227e-04,8.206667839893320604e+00,0.000000000000000000e+00
1.192000000000000837e+00,3.459518429336037176e-02,-1.614205965849884850e+00,-6.376862805473268447e-03,1.592056057431502802e+00,-3.253044704262101537e-05,-1.642676159619941068e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.770831677311277311e-06,-8.662649822474973268e-06,1.977157717761386367e-05,4.058429350185721596e+00,1.571588181450039867e+00,-1.202771967878061166e-05,-1.569233008252805743e-05,4.098290203930334517e-03,-6.282712490372774697e-03,-2.317420351637528242e+00,1.414213563141516250e+00,8.347426596664968557e+00,3.910389668170251021e+00,4.092527099869289371e-03,-6.291357175192747488e-03,8.486707984868151243e-04,8.053070637670808551e+00,0.000000000000000000e+00
1.194000000000000838e+00,3.460259778052576785e-02,-1.614218585752640767e+00,-6.394835360519642541e-03,1.592057445105026003e+00,-3.254188631279095385e-05,-1.642676187480263117e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.778605668354661009e-06,-8.680613663210976915e-06,1.978756954391143480e-05,4.057178417539746285e+00,1.571605086469857859e+00,-1.205708487901564897e-05,-1.568995260271182566e-05,4.323023310487403639e-03,-6.295887277267028792e-03,-2.318332223065226572e+00,1.414213563141501595e+00,8.357144935737251146e+00,3.911263592561768920e+00,4.317252478810091991e-03,-6.304549927089503694e-03,1.052950096176443091e-03,7.906964410108423991e+00,0.000000000000000000e+00
1.196000000000000840e+00,3.460983680703141191e-02,-1.614232007030972582e+00,-6.794630402758738974e-03,1.592058879106750480e+00,-3.255334087325311126e-05,-1.642676215372210757e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.786361695330730633e-06,-8.698498426095603581e-06,1.974546752336724396e-05,4.056103874442113622e+00,1.571671461865297159e+00,-1.204824772314234358e-05,-1.564363175602602511e-05,4.226252233363992847e-03,-6.697811417663300342e-03,-2.319204713455019995e+00,1.414213563141484498e+00,8.366646640166599980e+00,3.912099122902684467e+00,4.220473627695638281e-03,-6.706492031326511359e-03,1.070482936385027664e-03,7.764091393420696541e+00,0.000000000000000000e+00
1.198000000000000842e+00,3.461756481672706443e-02,-1.614245229363523881e+00,-6.698960462506015588e-03,1.592060810834424300e+00,-3.256481082479753720e-05,-1.642676243295818406e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.794166778047730221e-06,-8.716404693923719997e-06,1.977249706741469426e-05,4.055169550004238843e+00,1.571674918685356914e+00,-1.207937152073511273e-05,-1.565376708479387525e-05,4.464074159440195588e-03,-6.597035296088307743e-03,-2.320038312068261277e+00,1.414213563141469177e+00,8.375936995296481058e+00,3.912897232669782177e+00,4.458287797744864972e-03,-6.605733794514402971e-03,1.315434928568070833e-03,7.624653506989433893e+00,0.000000000000000000e+00
1.200000000000000844e+00,3.462513494476409520e-02,-1.614258861358838226e+00,-6.901802515735752999e-03,1.592062756980151539e+00,-3.257629613890751903e-05,-1.642676271250998798e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.801955311360111702e-06,-8.734271268597492726e-06,1.974844875309296168e-05,4.054723940750797340e+00,1.571717944970700609e+00,-1.207164575759744160e-05,-1.562935049375432573e-05,4.374043966914278880e-03,-6.801814349491197044e-03,-2.320834475689631748e+00,1.414213563141452079e+00,8.385021846950737157e+00,3.913658987979582449e+00,4.368249800136230973e-03,-6.810530754185121008e-03,1.316118036373364409e-03,7.488785207204342598e+00,0.000000000000000000e+00
1.202000000000000846e+00,3.463333131657192476e-02,-1.614272388874634867e+00,-6.855815431489182404e-03,1.592065545953041505e+00,-3.258779694398511326e-05,-1.642676299237767479e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.809807162991426850e-06,-8.752149646017076519e-06,1.977638495101289800e-05,4.053288866211901542e+00,1.571728179717957863e+00,-1.211117088931602539e-05,-1.563409547816673405e-05,4.682706077762658313e-03,-6.749220920111629468e-03,-2.321593442026542498e+00,1.414213563141436980e+00,8.393906271162505206e+00,3.914385319098047322e+00,4.676904122451298190e-03,-6.757955191380227156e-03,1.734908398978094336e-03,7.357184033454275962e+00,0.000000000000000000e+00
1.204000000000000847e+00,3.464056994193536604e-02,-1.614286456769248757e+00,-7.116593699357290012e-03,1.592067605535195218e+00,-3.259931305156803699e-05,-1.642676327256010760e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.817561214787194429e-06,-8.769974921332915154e-06,1.971675165517487537e-05,4.054507532831024719e+00,1.571780900718946050e+00,-1.205564685833753476e-05,-1.560165615115579723e-05,4.186774226950540703e-03,-7.020584866985117231e-03,-2.322317713562853658e+00,1.414213563141418328e+00,8.402597116103470043e+00,3.915077457435340413e+00,4.180964419787549027e-03,-7.029337016631134055e-03,1.360161155397092468e-03,7.228092503722812090e+00,0.000000000000000000e+00
1.206000000000000849e+00,3.464851226277537027e-02,-1.614300102632781009e+00,-6.912287162162478356e-03,1.592070731209766388e+00,-3.261084460543156783e-05,-1.642676355305807689e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.825386416385975989e-06,-8.787843812784479629e-06,1.976160269446565346e-05,4.053432163622255224e+00,1.571769092208933349e+00,-1.209987937606807658e-05,-1.562414350095756808e-05,4.534844550137007678e-03,-6.808793450205006571e-03,-2.323006726225575580e+00,1.414213563141402119e+00,8.411101354269778341e+00,3.915736653285221358e+00,4.529026988922220387e-03,-6.817563425126339088e-03,1.890990750749773925e-03,7.105808740851539795e+00,0.000000000000000000e+00
1.208000000000000851e+00,3.465525443910224407e-02,-1.614313484855202319e+00,-6.765890054450106848e-03,1.592073125745909090e+00,-3.262239136848370285e-05,-1.642676383387205341e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.833089571311402844e-06,-8.805740679421536214e-06,1.972928193797642756e-05,4.056608842090036582e+00,1.571764775576865780e+00,-1.203047704967957657e-05,-1.563688548737554278e-05,3.918179771589420761e-03,-6.675456004168156890e-03,-2.323663527539314266e+00,1.414213563141383911e+00,8.419427998303488536e+00,3.916364503840300770e+00,3.912354385173034792e-03,-6.684243847980940977e-03,1.515677472931285493e-03,6.986314676823418779e+00,0.000000000000000000e+00
1.210000000000000853e+00,3.466114817400011566e-02,-1.614326737288385605e+00,-6.692380460015642275e-03,1.592075008184199225e+00,-3.263395317356334371e-05,-1.642676411500224587e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.840705987162725672e-06,-8.823651717556079655e-06,1.970365751223174817e-05,4.058741628716063587e+00,1.571769546603914103e+00,-1.198151771892292591e-05,-1.564216585100869461e-05,3.478891487539809320e-03,-6.611253024568186989e-03,-2.324289495656103099e+00,1.414213563141364816e+00,8.427589319135051937e+00,3.916963163644097801e+00,3.473058397968497787e-03,-6.620058765247608182e-03,1.250753761526743422e-03,6.876533220034585447e+00,0.000000000000000000e+00
1.212000000000000854e+00,3.466780104580136079e-02,-1.614340145794614489e+00,-6.776715390505720638e-03,1.592077829533680378e+00,-3.264553017500718466e-05,-1.642676439644828790e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.848398200641182786e-06,-8.841548772396477768e-06,1.972432742620896509e-05,4.056582756474097273e+00,1.571796673103436737e+00,-1.202786368993059483e-05,-1.563264492888994064e-05,3.851486502860206051e-03,-6.687650313295863923e-03,-2.324885334110419421e+00,1.414213563141346386e+00,8.435590998756520520e+00,3.917533649197567858e+00,3.845645796873043212e-03,-6.696473965013420397e-03,1.716124026008146019e-03,6.774367108852259456e+00,0.000000000000000000e+00
1.214000000000000856e+00,3.467506449455078771e-02,-1.614353497275607729e+00,-6.752810359275919494e-03,1.592081291087888095e+00,-3.265712249771388618e-05,-1.642676467821023945e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.856150940780793549e-06,-8.859453180705958379e-06,1.974911457316554388e-05,4.055143184254819566e+00,1.571808370281524869e+00,-1.206549896850499977e-05,-1.563493719415029841e-05,4.147119284558544589e-03,-6.657415569181080600e-03,-2.325452358109681761e+00,1.414213563141329733e+00,8.443434504123844775e+00,3.918076248781142912e+00,4.141270886357903587e-03,-6.666257117953476932e-03,2.030564595947194698e-03,6.672448509393970717e+00,0.000000000000000000e+00
1.216000000000000858e+00,3.468276951283143922e-02,-1.614368067307753618e+00,-7.366210753551511760e-03,1.592084615404532277e+00,-3.266873023299104534e-05,-1.642676496028560695e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.863945394179418529e-06,-8.877236796697050906e-06,1.971008737987537852e-05,4.051946722025865810e+00,1.571917175388077847e+00,-1.209147186790992927e-05,-1.556546988015027581e-05,4.348246544173184000e-03,-7.266648641065913579e-03,-2.325991633376612633e+00,1.414213563141310415e+00,8.451120098069056397e+00,3.918591041506279016e+00,4.342390393232403029e-03,-7.275508094246619165e-03,1.950380808951297481e-03,6.571991715595489225e+00,0.000000000000000000e+00
1.218000000000000860e+00,3.469124939469027391e-02,-1.614382242714030635e+00,-7.174971406874240502e-03,1.592088894590278469e+00,-3.268035353904835693e-05,-1.642676524267512317e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.871817517521454829e-06,-8.895061434987885465e-06,1.975618343329482103e-05,4.050674245912390781e+00,1.571905274931176377e+00,-1.213959343049029812e-05,-1.558643818171391820e-05,4.728372915920563135e-03,-7.067233118980248419e-03,-2.326502146916002545e+00,1.414213563141293983e+00,8.458648308398037940e+00,3.919078151658960341e+00,4.722508970526383479e-03,-7.076110355776945270e-03,2.423540499674691883e-03,6.470066751512397296e+00,0.000000000000000000e+00
1.220000000000000862e+00,3.470022168780215882e-02,-1.614396707244962759e+00,-7.322712338233799793e-03,1.592093305784156199e+00,-3.269199251785850474e-05,-1.642676552537815304e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.879736945000365371e-06,-8.912858571919389462e-06,1.976090592943477840e-05,4.048933096047152347e+00,1.571945896378459828e+00,-1.216962165794983355e-05,-1.556899842168175355e-05,4.956183896374239881e-03,-7.210118971716272286e-03,-2.326984845874806140e+00,1.414213563141277552e+00,8.466021337512248834e+00,3.919537989922718069e+00,4.950312078856718145e-03,-7.219014033151260543e-03,2.478742661265047852e-03,6.369957258139071321e+00,0.000000000000000000e+00
1.222000000000000863e+00,3.470991242271400518e-02,-1.614411536774004174e+00,-7.511986245841608366e-03,1.592098381398775464e+00,-3.270364731684245713e-05,-1.642676580839390610e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.887727807706047007e-06,-8.930620335500128338e-06,1.977108528032959944e-05,4.046490438708618242e+00,1.571994248621448653e+00,-1.221390349940746113e-05,-1.554723044369086166e-05,5.303924962437208714e-03,-7.391987255586059298e-03,-2.327439608523944159e+00,1.414213563141261787e+00,8.473240011966836960e+00,3.919970729110427765e+00,5.298045225492208597e-03,-7.400900114157978396e-03,2.804204671513113589e-03,6.270845464255508261e+00,0.000000000000000000e+00
1.224000000000000865e+00,3.472035609729599848e-02,-1.614426170864927901e+00,-7.419898784573013620e-03,1.592104176981033126e+00,-3.271531809061503334e-05,-1.642676609172271540e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.895793707508252474e-06,-8.948403126219158196e-06,1.980769926428001636e-05,4.044933030888937964e+00,1.571998598452368556e+00,-1.226076574154165525e-05,-1.555694615196689519e-05,5.668920644361096634e-03,-7.292051946128862670e-03,-2.327866552129396638e+00,1.414213563141248242e+00,8.480305402115524416e+00,3.920376582833243972e+00,5.663032916553390611e-03,-7.300982566464362528e-03,3.157463300820105047e-03,6.171562943708191362e+00,0.000000000000000000e+00
1.226000000000000867e+00,3.473134185051077183e-02,-1.614441119313632322e+00,-7.579525325256989896e-03,1.592109984637934295e+00,-3.272700495187784301e-05,-1.642676637536389483e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.903912047938340239e-06,-8.966156038577817713e-06,1.981363469979844386e-05,4.043019241038999567e+00,1.572044267663227801e+00,-1.229419888530315060e-05,-1.553810779296075457e-05,5.920395859708986463e-03,-7.446306212454889377e-03,-2.328266598195312120e+00,1.414213563141234919e+00,8.487219182221538816e+00,3.920755866939252154e+00,5.914500066001478207e-03,-7.455254615581108357e-03,3.152026517907743214e-03,6.073622222756263511e+00,0.000000000000000000e+00
1.228000000000000869e+00,3.474295427220156635e-02,-1.614457512476866308e+00,-8.310515719736641035e-03,1.592116206063745709e+00,-3.273870803048421502e-05,-1.642676665931448898e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.912092179259206705e-06,-8.983764673544299489e-06,1.977267656756553154e-05,4.038896655264274216e+00,1.572186879057580589e+00,-1.233260502381691118e-05,-1.545527715610693685e-05,6.217992042893903150e-03,-8.171071932984863215e-03,-2.328639660875508888e+00,1.414213563141219376e+00,8.493980072622923316e+00,3.921108388293455427e+00,6.212088130845964430e-03,-8.180038089023440248e-03,3.349620131975556553e-03,5.976409938877814909e+00,0.000000000000000000e+00
1.230000000000000870e+00,3.475487619002801121e-02,-1.614473310010360763e+00,-8.013535279371583608e-03,1.592122916736166571e+00,-3.275042739304024638e-05,-1.642676694357562805e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.920302869448414179e-06,-9.001434135460784826e-06,1.981048921984912201e-05,4.039044748751009273e+00,1.572160038796001968e+00,-1.235389617601138084e-05,-1.548666304928500922e-05,6.359125313763564803e-03,-7.870952174982093555e-03,-2.328985471557291298e+00,1.414213563141205610e+00,8.500589311496440814e+00,3.921434386036806163e+00,6.353213221584305508e-03,-7.879935939655637392e-03,3.586260360314332159e-03,5.876262953803108147e+00,0.000000000000000000e+00
1.232000000000000872e+00,3.476652366695028029e-02,-1.614488936715706702e+00,-7.924071258553360558e-03,1.592129571388581022e+00,-3.276216298937162873e-05,-1.642676722814758739e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.928485040493258642e-06,-9.019121682075671652e-06,1.980766656853800818e-05,4.039812948080576227e+00,1.572167167105569918e+00,-1.234023716736174730e-05,-1.549394080095964406e-05,6.205156331473366850e-03,-7.784693171958520855e-03,-2.329304814648227584e+00,1.414213563141191843e+00,8.507053677654331736e+00,3.921735050185292337e+00,6.199236028603918175e-03,-7.793694606093981743e-03,3.548405995976268608e-03,5.780444471328749501e+00,0.000000000000000000e+00
1.234000000000000874e+00,3.477877839578343011e-02,-1.614504294861016431e+00,-7.793669702306054922e-03,1.592136783905562902e+00,-3.277391494570919533e-05,-1.642676751303084437e+00,0.000000000000000000e+00,-1.699999999999999956e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.936727639737741393e-06,-9.036837450945422318e-06,1.984232769738897674e-05,4.038711476118607813e+00,1.572166079805771055e+00,-1.237891965995127012e-05,-1.550742778487269630e-05,6.495293402922386501e-03,-7.648006685513586596e-03,-2.329598266279731433e+00,1.414213563141179630e+00,8.513378250255783541e+00,3.922011276827546578e+00,6.489364917881892958e-03,-7.657025807195662337e-03,3.819430562955171155e-03,5.689832229759632654e+00,0.000000000000000000e+00
